word,spanish,range,lastUpdated,id
the,el/la,1
of,de,2
and,y,3
to,a,4
a,un/una,5
in,en,6
that,ese/esa/eso,7
is,es,8
was,era,9
he,él,10
for,para,11
it,él,12
with,con,13
as,como,14
his,su,15
on,en,16
be,ser,17
at,en,18
by,por,19
i,yo,20
this,este/esta/esto,21
had,tenía,22
not,no,23
are,son,24
but,pero,25
from,de,26
or,o,27
have,tener,28
an,un,29
they,ellos/ellas,30
which,cual,31
one,uno/una,32
you,tú,33
were,eran,34
her,su,35
all,todo,36
she,ella,37
there,allá,38
would,quería,39
their,su,40
we,nosotros,41
him,a él,42
been,estado,43
has,tiene,44
when,cuando,45
who,quién,46
will,voluntad,47
more,más,48
if,si,49
no,No,50
out,afuera,51
so,entonces,52
said,dicho,53
what,qué,54
up,arriba,55
its,es,56
about,acerca de,57
into,en,58
than,que,59
them,a ellos,60
can,poder,61
only,solo,62
other,otro,63
new,nuevo,64
some,alguno,65
could,podría,66
time,tiempo,67
these,estos,68
two,dos,69
may,puede,70
then,entonces,71
do,hacer,72
first,primero,73
any,cualquier,74
my,mi,75
now,ahora,76
such,semejante,77
like,como,78
our,nuestro,79
over,encima,80
man,hombre,81
me,a mí,82
even,incluso,83
most,mayoría,84
made,hecho,85
also,también,86
after,después,87
did,hizo,88
many,muchos,89
before,antes,90
must,debe,91
af,AF,92
through,a través de,93
back,atrás,94
years,años,95
where,dónde,96
much,mucho,97
your,su,98
way,forma,99
well,Bueno,100
down,abajo,101
should,debería,102
because,porque,103
each,cada,104
just,justo,105
those,aquellos,106
people,gente,107
too,también,108
how,cómo,109
little,pequeño,110
state,estado,111
good,bien,112
very,muy,113
make,hacer,114
world,mundo,115
still,aún,116
see,ver,117
own,propio,118
men,hombres,119
work,trabajar,120
long,largo,121
here,aquí,122
get,conseguir,123
both,ambos,124
between,entre,125
life,vida,126
being,ser,127
under,bajo,128
never,nunca,129
day,día,130
same,mismo,131
another,otro,132
know,saber,133
while,mientras,134
last,último,135
us,a nosotros,136
might,podría,137
great,excelente,138
old,viejo,139
year,año,140
off,apagado,141
come,venir,142
since,desde,143
against,contra,144
go,ir,145
came,vino,146
right,bien,147
used,usado,148
take,llevar,149
three,tres,150
himself,sí mismo,151
states,estados,152
few,pocos,153
house,casa,154
use,usar,155
during,durante,156
without,sin,157
again,de nuevo,158
place,lugar,159
american,americano,160
around,alrededor,161
however,sin embargo,162
home,hogar,163
small,pequeño,164
found,encontró,165
thought,pensamiento,166
went,fue,167
say,decir,168
part,parte,169
once,una vez,170
general,general,171
high,alto,172
upon,al,173
school,escuela,174
every,cada,175
does,hace,176
got,consiguió,177
united,unido,178
left,izquierda,179
number,número,180
course,curso,181
war,guerra,182
until,hasta,183
always,siempre,184
away,lejos,185
something,algo,186
fact,hecho,187
water,agua,188
though,aunque,189
public,público,190
less,menos,191
put,poner,192
think,pensar,193
almost,casi,194
hand,mano,195
enough,suficiente,196
took,tomó,197
far,lejos,198
head,cabeza,199
yet,todavía,200
government,gobierno,201
system,sistema,202
set,colocar,203
better,mejor,204
told,dijo,205
night,noche,206
nothing,nada,207
end,fin,208
why,por qué,209
called,llamado,210
eyes,ojos,211
find,encontrar,212
going,yendo,213
look,mirar,214
asked,preguntó,215
later,más tarde,216
knew,sabía,217
point,punto,218
next,próximo,219
program,programa,220
city,ciudad,221
business,negocio,222
group,grupo,223
give,dar,224
toward,hacia,225
young,joven,226
let,dejar,227
days,días,228
room,habitación,229
president,presidente,230
side,lado,231
social,social,232
present,presente,233
given,dado,234
several,varios,235
order,orden,236
national,nacional,237
possible,posible,238
rather,bastante,239
second,segundo,240
face,rostro,241
per,por,242
among,entre,243
form,forma,244
often,a menudo,245
important,importante,246
things,cosas,247
looked,miró,248
early,temprano,249
white,blanco,250
john,John,251
case,caso,252
large,grande,253
four,cuatro,254
need,necesidad,255
big,grande,256
become,convertirse,257
within,dentro,258
felt,sintió,259
children,niños,260
along,a lo largo de,261
saw,sierra,262
best,mejor,263
church,iglesia,264
ever,alguna vez,265
least,el menos,266
power,fuerza,267
development,desarrollo,268
seemed,pareció,269
thing,cosa,270
light,luz,271
family,familia,272
interest,interés,273
want,desear,274
members,miembros,275
mind,mente,276
area,área,277
country,país,278
others,otros,279
although,a pesar de,280
turned,transformado,281
done,hecho,282
open,abierto,283
god,dios,284
service,servicio,285
problem,problema,286
certain,cierto,287
kind,amable,288
different,diferente,289
thus,de este modo,290
began,comenzó,291
door,puerta,292
help,ayuda,293
sense,sentido,294
means,medio,295
whole,entero,296
matter,asunto,297
perhaps,tal vez,298
itself,sí mismo,299
york,York,300
times,veces,301
law,ley,302
human,humano,303
line,línea,304
above,arriba,305
name,nombre,306
example,ejemplo,307
action,acción,308
company,compañía,309
hands,manos,310
local,local,311
show,espectáculo,312
whether,si,313
five,cinco,314
history,historia,315
gave,dio,316
today,hoy,317
either,cualquiera,318
act,acto,319
feet,pies,320
across,al otro lado de,321
taken,tomado,322
past,pasado,323
quite,bastante,324
anything,cualquier cosa,325
seen,visto,326
having,teniendo,327
death,muerte,328
experience,experiencia,329
body,cuerpo,330
week,semana,331
half,medio,332
really,en realidad,333
word,palabra,334
field,campo,335
car,auto,336
words,palabras,337
already,ya,338
themselves,ellos mismos,339
information,información,340
tell,decir,341
shall,deber,342
together,juntos,343
college,colega,344
money,dinero,345
period,período,346
held,sostuvo,347
keep,mantener,348
sure,seguro,349
probably,probablemente,350
free,gratis,351
seems,parece,352
political,político,353
real,real,354
cannot,no puedo,355
behind,detrás,356
question,pregunta,357
air,aire,358
office,oficina,359
making,haciendo,360
brought,trajo,361
miss,extrañar,362
whose,cuyo,363
special,especial,364
major,importante,365
heard,escuchó,366
problems,problemas,367
federal,federal,368
became,convertirse,369
study,estudiar,370
ago,atrás,371
moment,momento,372
available,disponible,373
known,conocido,374
result,resultado,375
street,calle,376
economic,económico,377
boy,chico,378
position,posición,379
reason,razón,380
change,cambiar,381
south,sur,382
board,junta,383
individual,individual,384
job,trabajo,385
am,soy,386
society,sociedad,387
areas,áreas,388
west,Oeste,389
close,cerca,390
turn,doblar,391
community,comunidad,392
true,verdadero,393
love,amar,394
court,corte,395
force,fuerza,396
full,lleno,397
cost,costo,398
seem,parecer,399
wife,esposa,400
future,futuro,401
age,edad,402
wanted,buscado,403
voice,voz,404
department,departamento,405
center,centro,406
woman,mujer,407
control,control,408
common,común,409
policy,política,410
necessary,necesario,411
following,siguiente,412
front,frente,413
sometimes,a veces,414
six,seis,415
girl,chica,416
clear,claro,417
further,más,418
land,tierra,419
provide,proporcionar,420
feel,sentir,421
party,fiesta,422
able,capaz,423
mother,madre,424
music,música,425
education,educación,426
university,universidad,427
child,niño,428
effect,efecto,429
students,estudiantes,430
level,nivel,431
run,correr,432
stood,permaneció,433
military,militar,434
town,ciudad,435
short,corto,436
morning,mañana,437
total,total,438
outside,afuera,439
rate,tasa,440
figure,cifra,441
art,arte,442
century,siglo,443
class,clase,444
washington,Washington,445
north,norte,446
usually,generalmente,447
plan,plan,448
leave,dejar,449
therefore,por lo tanto,450
evidence,evidencia,451
top,arriba,452
million,millón,453
sound,sonido,454
black,negro,455
strong,fuerte,456
hard,duro,457
tax,impuesto,458
various,varios,459
says,dice,460
believe,creer,461
type,tipo,462
value,valor,463
play,jugar,464
surface,superficie,465
soon,pronto,466
mean,significar,467
near,cerca,468
lines,pauta,469
table,mesa,470
peace,paz,471
modern,moderno,472
road,camino,473
red,rojo,474
book,libro,475
personal,personal,476
process,proceso,477
situation,situación,478
minutes,minutos,479
increase,aumentar,480
schools,escuelas,481
idea,idea,482
english,inglés,483
alone,solo,484
women,mujer,485
gone,desaparecido,486
nor,ni,487
living,viviendo,488
america,América,489
started,comenzó,490
longer,más extenso,491
cut,cortar,492
finally,finalmente,493
secretary,secretario,494
nature,naturaleza,495
private,privado,496
third,tercero,497
months,meses,498
section,sección,499
greater,mayor que,500
call,llamar,501
fire,fuego,502
expected,esperado,503
needed,necesario,504
kept,conservó,505
ground,suelo,506
view,vista,507
values,valores,508
everything,todo,509
pressure,presión,510
dark,oscuro,511
basis,base,512
space,espacio,513
east,este,514
father,padre,515
required,requerido,516
union,unión,517
spirit,espíritu,518
complete,completo,519
except,excepto,520
wrote,escribió,521
moved,emocionado,522
support,apoyo,523
return,devolver,524
conditions,condiciones,525
recent,reciente,526
attention,atención,527
late,tarde,528
particular,particular,529
live,vivir,530
hope,esperanza,531
costs,costo,532
else,demás,533
brown,marrón,534
taking,tomando,535
forces,efectivo,536
nations,naciones,537
beyond,más allá de,538
stage,escenario,539
read,leer,540
report,informe,541
coming,próximo,542
hours,horas,543
person,persona,544
inside,adentro,545
dead,muerto,546
material,material,547
instead,en cambio,548
lost,perdido,549
heart,corazón,550
looking,mirando,551
low,bajo,552
miles,millas,553
data,datos,554
added,agregado,555
pay,pagar,556
amount,cantidad,557
followed,seguido,558
feeling,sentimiento,559
single,soltero,560
makes,marcas,561
research,investigación,562
including,incluido,563
basic,básico,564
hundred,centenar,565
move,mover,566
industry,industria,567
cold,frío,568
simply,simplemente,569
developed,desarrollado,570
tried,intentó,571
hold,sostener,572
reached,alcanzó,573
committee,comité,574
island,isla,575
defense,defensa,576
equipment,equipo,577
actually,de hecho,578
shown,se muestra,579
son,hijo,580
central,central,581
religious,religioso,582
river,río,583
getting,conseguir,584
beginning,comienzo,585
sort,clasificar,586
ten,diez,587
received,recibió,588
doing,haciendo,589
terms,términos,590
trying,intentando,591
rest,descansar,592
medical,médico,593
care,cuidado,594
especially,especialmente,595
friends,amigos,596
picture,imagen,597
indeed,en efecto,598
administration,administración,599
fine,bien,600
subject,sujeto,601
difficult,difícil,602
building,edificio,603
higher,más alto,604
wall,muro,605
simple,simple,606
meeting,reunión,607
walked,caminó,608
floor,piso,609
foreign,extranjero,610
bring,traer,611
similar,similar,612
passed,aprobado,613
range,rango,614
paper,papel,615
property,propiedad,616
natural,natural,617
final,final,618
training,capacitación,619
county,condado,620
police,policía,621
cent,centavo,622
international,internacional,623
growth,crecimiento,624
market,mercado,625
talk,hablar,626
start,comenzar,627
england,Inglaterra,628
written,escrito,629
hear,escuchar,630
suddenly,de repente,631
story,historia,632
issue,asunto,633
congress,congreso,634
needs,necesidades,635
answer,respuesta,636
hall,sala,637
likely,probable,638
working,laboral,639
countries,países,640
considered,consideró,641
earth,tierra,642
sat,se sentó,643
purpose,objetivo,644
meet,encontrarse,645
labor,mano de obra,646
results,resultados,647
entire,completo,648
happened,sucedió,649
william,william,650
cases,casos,651
stand,pararse,652
difference,diferencia,653
production,producción,654
hair,cabello,655
involved,involucrado,656
fall,caer,657
stock,existencias,658
food,alimento,659
earlier,más temprano,660
increased,aumentó,661
whom,a quien,662
particularly,particularmente,663
paid,pagado,664
sent,enviado,665
effort,esfuerzo,666
knowledge,conocimiento,667
hour,hora,668
letter,carta,669
club,club,670
using,usando,671
below,abajo,672
thinking,pensamiento,673
yes,Sí,674
christian,cristiano,675
blue,azul,676
ready,listo,677
bill,factura,678
deal,trato,679
points,agujas,680
trade,comercio,681
certainly,ciertamente,682
ideas,ideas,683
industrial,industrial,684
square,cuadrado,685
boys,chicos,686
methods,métodos,687
addition,suma,688
method,método,689
bad,malo,690
due,pendiente,691
girls,chicas,692
moral,moral,693
decided,decidido,694
reading,lectura,695
statement,declaración,696
weeks,semanas,697
neither,ni,698
nearly,cerca de,699
directly,directamente,700
showed,presentado,701
throughout,a lo largo de,702
according,de acuerdo a,703
questions,preguntas,704
color,color,705
kennedy,kennedy,706
anyone,alguien,707
try,intentar,708
services,servicios,709
programs,programas,710
nation,nación,711
lay,poner,712
french,francés,713
size,tamaño,714
remember,recordar,715
physical,físico,716
record,registro,717
member,miembro,718
comes,llega,719
understand,entender,720
southern,del sur,721
western,occidental,722
strength,fortaleza,723
population,población,724
normal,normal,725
merely,meramente,726
district,distrito,727
volume,volumen,728
concerned,preocupado,729
appeared,apareció,730
temperature,temperatura,731
aid,ayuda,732
trouble,problema,733
trial,ensayo,734
summer,verano,735
direction,dirección,736
ran,corrió,737
sales,ventas,738
list,lista,739
continued,continuado,740
friend,amigo,741
evening,noche,742
maybe,tal vez,743
literature,literatura,744
generally,generalmente,745
association,asociación,746
provided,proporcionó,747
led,condujo,748
army,ejército,749
met,fiscal,750
influence,influencia,751
opened,abierto,752
former,anterior,753
science,ciencia,754
student,alumno,755
step,paso,756
changes,cambios,757
chance,oportunidad,758
husband,marido,759
hot,caliente,760
series,serie,761
average,promedio,762
works,obras,763
month,mes,764
cause,causa,765
effective,eficaz,766
george,George,767
planning,planificación,768
systems,sistemas,769
direct,directo,770
soviet,soviet,771
stopped,interrumpido,772
wrong,equivocado,773
lead,dirigir,774
myself,mí mismo,775
piece,pedazo,776
theory,teoría,777
ask,preguntar,778
worked,trabajó,779
freedom,libertad,780
organization,organización,781
clearly,claramente,782
movement,movimiento,783
ways,maneras,784
press,prensa,785
somewhat,un poco,786
spring,primavera,787
efforts,esfuerzos,788
consider,considerar,789
meaning,significado,790
bed,cama,791
fear,miedo,792
lot,lote,793
treatment,tratamiento,794
beautiful,hermoso,795
note,nota,796
forms,formularios,797
placed,metido,798
hotel,hotel,799
truth,verdad,800
apparently,aparentemente,801
degree,grado,802
groups,grupos,803
plant,planta,804
carried,transportado,805
wide,ancho,806
respect,respeto,807
herself,sí misma,808
numbers,números,809
manner,manera,810
reaction,reacción,811
easy,fácil,812
farm,granja,813
immediately,inmediatamente,814
running,correr,815
approach,acercarse,816
game,juego,817
recently,recientemente,818
larger,más grande,819
lower,más bajo,820
charge,cargar,821
couple,pareja,822
de,Delaware,823
daily,a diario,824
eye,ojo,825
performance,actuación,826
feed,alimentar,827
oh,Vaya,828
march,marzo,829
persons,persona,830
understanding,comprensión,831
arms,brazos,832
opportunity,oportunidad,833
c,do,834
blood,sangre,835
additional,adicional,836
technical,técnico,837
fiscal,fiscal,838
radio,radio,839
described,descrito,840
stop,detener,841
progress,progreso,842
steps,pasos,843
test,prueba,844
chief,jefe,845
reported,reportado,846
served,servido,847
based,basado,848
main,principal,849
determined,determinado,850
image,imagen,851
decision,decisión,852
window,ventana,853
religion,religión,854
aj,AJ,855
gun,pistola,856
responsibility,responsabilidad,857
middle,medio,858
europe,Europa,859
british,británico,860
character,personaje,861
learned,aprendió,862
horse,caballo,863
writing,escribiendo,864
appear,aparecer,865
account,cuenta,866
ones,unos,867
serious,grave,868
activity,actividad,869
types,tipos,870
green,verde,871
length,longitud,872
lived,vivido,873
audience,audiencia,874
letters,letras,875
returned,devuelto,876
obtained,obtenido,877
nuclear,nuclear,878
specific,específico,879
corner,esquina,880
forward,adelante,881
activities,actividades,882
slowly,despacio,883
doubt,duda,884
justice,justicia,885
moving,emocionante,886
latter,último,887
gives,da,888
straight,derecho,889
hit,golpear,890
plane,avión,891
quality,calidad,892
design,diseño,893
obviously,obviamente,894
operation,operación,895
plans,planes,896
shot,disparo,897
seven,Siete,898
choice,elección,899
poor,pobre,900
staff,personal,901
function,función,902
figures,figuras,903
parts,regiones,904
stay,permanecer,905
saying,dicho,906
include,incluir,907
born,nacido,908
pattern,patrón,909
cars,coches,910
whatever,lo que,911
sun,sol,912
faith,fe,913
pool,piscina,914
hospital,hospital,915
corps,cuerpo,916
wish,desear,917
lack,falta,918
completely,completamente,919
heavy,pesado,920
waiting,espera,921
speak,hablar,922
ball,pelota,923
standard,estándar,924
extent,medida,925
visit,visita,926
democratic,democrático,927
firm,firme,928
income,ingreso,929
ahead,adelante,930
deep,profundo,931
language,idioma,932
principle,principio,933
none,ninguno,934
price,precio,935
designed,diseñado,936
indicated,indicado,937
analysis,análisis,938
distance,distancia,939
expect,esperar,940
established,establecido,941
products,productos,942
effects,efectos,943
growing,creciente,944
importance,importancia,945
continue,continuar,946
serve,atender,947
determine,determinar,948
cities,ciudades,949
elements,elementos,950
negro,negro,951
leaders,líder,952
division,división,953
pretty,bonito,954
easily,fácilmente,955
existence,existencia,956
attitude,actitud,957
stress,estrés,958
afternoon,tarde,959
limited,limitado,960
hardly,difícilmente,961
agreement,acuerdo,962
factors,factores,963
scene,escena,964
remained,permaneció,965
closed,cerrado,966
write,escribir,967
applied,aplicado,968
health,salud,969
married,casado,970
suggested,sugerido,971
attack,ataque,972
rhode,Rhode,973
interested,interesado,974
station,estación,975
professional,profesional,976
drive,conducir,977
season,estación,978
reach,alcanzar,979
b,b,980
despite,a pesar de,981
current,actual,982
spent,gastado,983
eight,ocho,984
covered,cubierto,985
role,role,986
played,jugó,987
becomes,se convierte en,988
date,fecha,989
council,concejo,990
race,carrera,991
unit,unidad,992
commission,comisión,993
original,original,994
mouth,boca,995
reasons,razones,996
studies,estudios,997
exactly,exactamente,998
machine,máquina,999
built,construido,1000
teeth,dientes,1001
relations,relaciones,1002
rise,elevar,1003
demand,demanda,1004
prepared,preparado,1005
related,relacionado,1006
rates,tarifa,1007
news,noticias,1008
supply,suministrar,1009
james,Jaime,1010
director,director,1011
sunday,domingo,1012
bit,poco,1013
raised,aumentó,1014
events,eventos,1015
unless,a menos que,1016
officer,oficial,1017
dropped,abandonó,1018
playing,jugando,1019
trees,árboles,1020
standing,de pie,1021
doctor,doctor,1022
places,lugares,1023
facilities,instalaciones,1024
walk,caminar,1025
energy,energía,1026
thomas,Thomas,1027
talking,hablando,1028
meant,quiso decir,1029
clay,arcilla,1030
sides,lado,1031
gas,gas,1032
filled,completado,1033
techniques,técnicas,1034
june,junio,1035
knows,saber,1036
glass,vaso,1037
jazz,jazz,1038
poet,poeta,1039
actual,actual,1040
fight,luchar,1041
concern,inquietud,1042
caught,atrapó,1043
share,compartir,1044
popular,popular,1045
mass,masa,1046
claim,afirmar,1047
entered,entró,1048
chicago,Chicago,1049
happy,feliz,1050
bridge,puente,1051
institutions,instituciones,1052
style,estilo,1053
follow,seguir,1054
dollars,dólares,1055
communist,comunista,1056
status,estado,1057
included,incluido,1058
thousand,mil,1059
christ,Cristo,1060
heat,calor,1061
radiation,radiación,1062
materials,materiales,1063
cattle,ganado,1064
suppose,suponer,1065
primary,primario,1066
accepted,aceptado,1067
books,libros,1068
charles,Charles,1069
sitting,sesión,1070
conference,conferencia,1071
opinion,opinión,1072
usual,habitual,1073
churches,iglesias,1074
film,película,1075
giving,donación,1076
behavior,comportamiento,1077
considerable,considerable,1078
funds,fondos,1079
construction,construcción,1080
attempt,intentar,1081
changed,cambió,1082
proper,adecuado,1083
successful,exitoso,1084
marriage,casamiento,1085
sea,mar,1086
oil,aceite,1087
sir,Señor,1088
hell,infierno,1089
wait,esperar,1090
sign,firmar,1091
worth,valer,1092
source,fuente,1093
highly,muy,1094
park,parque,1095
discussion,discusión,1096
everyone,todos,1097
practice,práctica,1098
arm,brazo,1099
tradition,tradición,1100
shows,espectáculos,1101
someone,alguien,1102
authority,autoridad,1103
older,más viejo,1104
annual,anual,1105
project,proyecto,1106
americans,americanos,1107
lord,caballero,1108
success,éxito,1109
remain,permanecer,1110
principal,principal,1111
leadership,liderazgo,1112
jack,Jacobo,1113
obvious,obvio,1114
fell,cayó,1115
thin,delgado,1116
pieces,piezas,1117
management,gestión,1118
measure,medida,1119
parents,padres,1120
security,seguridad,1121
base,base,1122
entirely,enteramente,1123
civil,civil,1124
frequently,frecuentemente,1125
records,archivos,1126
structure,estructura,1127
dinner,cena,1128
weight,peso,1129
condition,condición,1130
mike,micro,1131
objective,objetivo,1132
complex,complejo,1133
produced,Producido,1134
noted,anotado,1135
caused,causado,1136
equal,igual,1137
balance,balance,1138
purposes,propósitos,1139
corporation,corporación,1140
dance,bailar,1141
kitchen,cocina,1142
failure,falla,1143
pass,aprobar,1144
goes,va,1145
names,nombres,1146
quickly,rápidamente,1147
regard,respecto,1148
published,publicado,1149
famous,famoso,1150
develop,desarrollar,1151
london,Londres,1152
clothes,ropa,1153
laws,leyes,1154
announced,anunciado,1155
carry,llevar,1156
cover,cubrir,1157
moreover,además,1158
add,agregar,1159
greatest,mejor,1160
check,controlar,1161
enemy,enemigo,1162
leaving,partida,1163
key,llave,1164
manager,gerente,1165
active,activo,1166
break,romper,1167
king,rey,1168
bottom,abajo,1169
pain,dolor,1170
relationship,relación,1171
sources,fuentes,1172
poetry,poesía,1173
assistance,asistencia,1174
operating,operante,1175
battle,batalla,1176
companies,empresas,1177
fixed,fijado,1178
possibility,posibilidad,1179
mary,María,1180
product,producto,1181
spoke,habló,1182
units,unidades,1183
touch,tocar,1184
bright,brillante,1185
finished,finalizado,1186
carefully,con cuidado,1187
facts,hechos,1188
previous,anterior,1189
citizens,ciudadanos,1190
takes,acepta,1191
allowed,permitido,1192
require,requerir,1193
workers,trabajadores,1194
build,construir,1195
patient,paciente,1196
financial,financiero,1197
philosophy,filosofía,1198
loss,pérdida,1199
rose,rosa,1200
died,fallecido,1201
scientific,científico,1202
otherwise,de lo contrario,1203
inches,pulgadas,1204
significant,significativo,1205
seeing,vidente,1206
distribution,distribución,1207
marked,marcado,1208
post,correo,1209
rules,normas,1210
capital,capital,1211
captain,capitán,1212
relatively,relativamente,1213
classes,clases,1214
variety,variedad,1215
stated,fijado,1216
shape,forma,1217
stations,estaciones,1218
german,alemán,1219
musical,musical,1220
concept,concepto,1221
reports,informes,1222
proposed,propuesto,1223
begin,comenzar,1224
impossible,imposible,1225
affairs,negocios,1226
named,nombrado,1227
circumstances,circunstancias,1228
learn,aprender,1229
remains,restos,1230
appears,aparecer,1231
strange,extraño,1232
catholic,católico,1233
operations,operaciones,1234
collection,recopilación,1235
aware,consciente,1236
sex,sexo,1237
broad,amplio,1238
henry,Henry,1239
robert,Robert,1240
governor,gobernador,1241
